gr.K;gr.1;gr.2;gr.3;cltype.small;cltype.reg;cltype.reg.A;hdeg.ASSOC;hdeg.BS.BA;hdeg.MS.MA.MEd;hdeg.MA.;hdeg.Ed.S;hdeg.Ed.D.Ph.D;clad.NOT;clad.APPR;clad.PROB;clad.PEND;clad.1;clad.2;clad.3;exp.p;read.p;math.p;ses.F;ses.N;schtype.inner;schtype.suburb;schtype.rural;schtype.urban;sx.M;sx.F;yrs.0;yrs.1;yrs.2;yrs.3
188;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;512;538;1;0;0;1;0;0;1;0;0;1;0;0
189;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4;566;541;1;0;0;1;0;0;1;0;0;0;1;0
190;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;597;559;1;0;0;1;0;0;1;0;0;0;0;1
191;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;436;520;1;0;0;0;1;0;0;1;1;0;0;0
192;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;659;648;1;0;0;0;1;0;1;0;0;0;1;0
193;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;654;691;1;0;0;0;1;0;1;0;0;0;0;1
194;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;26;572;608;1;0;1;0;0;0;1;0;0;0;0;1
195;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;5;398;459;1;0;1;0;0;0;1;0;1;0;0;0
196;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;36;509;490;1;0;1;0;0;0;1;0;0;1;0;0
197;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;18;604;603;1;0;1;0;0;0;0;1;0;0;0;1
198;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;424;494;0;1;1;0;0;0;0;1;1;0;0;0
199;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;509;542;0;1;1;0;0;0;0;1;0;1;0;0
200;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;10;593;570;0;1;1;0;0;0;0;1;0;0;1;0
201;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;620;612;0;1;1;0;0;0;0;1;0;0;0;1
202;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;579;545;1;0;0;0;0;1;0;1;0;1;0;0
203;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;650;611;1;0;0;0;0;1;0;1;0;0;1;0
204;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;422;468;1;0;1;0;0;0;0;1;1;0;0;0
205;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;30;519;507;1;0;1;0;0;0;0;1;0;1;0;0
206;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;536;557;1;0;1;0;0;0;0;1;0;0;1;0
207;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;565;586;1;0;1;0;0;0;0;1;0;0;0;1
208;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;12;639;655;0;1;0;0;1;0;1;0;0;0;0;1
209;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;510;626;0;1;0;0;1;0;0;1;1;0;0;0
210;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;604;601;0;1;0;0;1;0;0;1;0;1;0;0
211;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;659;699;0;1;0;0;1;0;0;1;0;0;1;0
212;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;7;455;494;0;1;0;1;0;0;1;0;1;0;0;0
213;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;536;612;0;1;0;1;0;0;1;0;0;1;0;0
214;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;10;471;502;1;0;1;0;0;0;1;0;0;1;0;0
215;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;19;552;572;1;0;1;0;0;0;1;0;0;0;1;0
216;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;18;571;549;0;1;0;1;0;0;1;0;0;1;0;0
217;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;521;535;0;1;0;1;0;0;1;0;0;1;0;0
218;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17;557;543;0;1;0;1;0;0;1;0;0;0;1;0
219;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;5;562;574;0;1;0;1;0;0;1;0;0;0;0;1
220;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;17;693;684;0;1;0;0;1;0;0;1;0;0;0;1
221;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;22;631;622;1;0;0;1;0;0;0;1;0;0;0;1
222;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;5;499;520;1;0;1;0;0;0;1;0;0;1;0;0
223;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;35;614;607;1;0;1;0;0;0;1;0;0;0;1;0
224;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;23;558;542;0;1;0;0;1;0;1;0;0;1;0;0
225;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;21;614;590;1;0;0;0;1;0;1;0;0;0;1;0
226;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;626;599;0;1;0;0;1;0;1;0;0;0;0;1
227;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;476;602;0;1;0;0;1;0;1;0;1;0;0;0
228;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;604;592;0;1;0;0;1;0;1;0;0;1;0;0
229;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;10;684;699;0;1;0;0;1;0;1;0;0;0;1;0
230;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;515;550;1;0;0;0;0;1;1;0;0;0;1;0
231;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;29;529;591;1;0;0;0;0;1;1;0;0;0;0;1
232;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;445;481;1;0;0;0;1;0;1;0;0;1;0;0
233;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;13;533;504;1;0;0;0;1;0;1;0;0;0;1;0
234;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;17;492;512;1;0;0;0;1;0;0;1;0;1;0;0
235;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17;560;545;1;0;0;0;1;0;0;1;0;0;1;0
236;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;12;558;562;1;0;0;0;0;1;0;1;0;1;0;0
237;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;13;588;599;1;0;0;0;0;1;0;1;0;0;1;0
238;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;7;620;629;0;1;0;0;0;1;0;1;0;0;0;1
239;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;11;451;520;0;1;0;0;1;0;0;1;1;0;0;0
240;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;492;572;0;1;0;0;1;0;0;1;0;1;0;0
241;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;35;573;620;0;1;0;0;1;0;0;1;0;0;1;0
242;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;587;636;0;1;0;0;1;0;0;1;0;0;0;1
243;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;18;571;512;0;1;0;1;0;0;0;1;0;1;0;0
244;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;627;596;0;1;0;1;0;0;0;1;0;0;1;0
245;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;393;478;0;1;0;0;1;0;0;1;1;0;0;0
246;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;482;520;0;1;0;0;1;0;0;1;0;1;0;0
247;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;577;541;0;1;0;0;1;0;0;1;0;0;1;0
248;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;18;644;585;0;1;0;0;1;0;0;1;0;0;0;1
249;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;24;503;559;1;0;1;0;0;0;0;1;1;0;0;0
250;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;448;495;1;0;1;0;0;0;0;1;0;1;0;0
251;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;476;533;1;0;1;0;0;0;0;1;0;0;1;0
252;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;3;542;562;1;0;1;0;0;0;0;1;0;0;0;1
253;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;407;484;1;0;0;0;0;1;1;0;1;0;0;0
254;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;488;490;0;1;0;0;0;1;1;0;0;1;0;0
255;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;443;444;1;0;1;0;0;0;0;1;1;0;0;0
256;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;465;512;1;0;1;0;0;0;0;1;0;1;0;0
257;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;30;560;554;1;0;1;0;0;0;0;1;0;0;1;0
258;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;33;578;579;1;0;1;0;0;0;0;1;0;0;0;1
259;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;468;520;0;1;0;1;0;0;0;1;1;0;0;0
260;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;564;529;0;1;0;1;0;0;0;1;0;1;0;0
261;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5;637;584;0;1;0;1;0;0;0;1;0;0;1;0
262;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;20;647;651;0;1;0;1;0;0;0;1;0;0;0;1
263;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;440;478;1;0;0;1;0;0;1;0;1;0;0;0
264;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;23;494;526;1;0;0;1;0;0;1;0;0;1;0;0
265;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;15;442;513;0;1;0;1;0;0;1;0;1;0;0;0
266;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;23;579;484;0;1;0;1;0;0;1;0;0;1;0;0
267;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;33;637;587;0;1;0;1;0;0;1;0;0;0;1;0
268;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;15;665;655;0;1;0;1;0;0;1;0;0;0;0;1
269;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;14;442;465;1;0;0;0;0;1;1;0;0;1;0;0
270;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;2;590;584;1;0;0;1;0;0;0;1;0;1;0;0
271;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;405;459;0;1;0;0;1;0;1;0;1;0;0;0
272;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;495;477;0;1;0;0;1;0;1;0;0;1;0;0
273;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;13;554;520;0;1;0;0;1;0;1;0;0;0;1;0
274;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;17;564;582;0;1;0;0;1;0;1;0;0;0;0;1
275;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;14;571;612;0;1;0;1;0;0;1;0;0;1;0;0
276;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;450;520;0;1;0;1;0;0;1;0;1;0;0;0
277;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;527;538;1;0;0;0;0;1;1;0;0;1;0;0
278;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;627;602;0;1;0;0;1;0;0;1;1;0;0;0
279;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;629;612;0;1;0;0;1;0;0;1;0;1;0;0
280;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;732;659;0;1;0;0;1;0;0;1;0;0;1;0
281;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;447;489;1;0;1;0;0;0;0;1;1;0;0;0
282;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;27;503;488;1;0;1;0;0;0;0;1;0;1;0;0
283;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;587;596;1;0;1;0;0;0;0;1;0;0;0;1
284;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;431;474;1;0;1;0;0;0;1;0;0;1;0;0
285;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;25;521;584;1;0;0;1;0;0;0;1;0;1;0;0
286;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;521;553;1;0;0;0;1;0;1;0;0;1;0;0
287;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;14;577;577;0;1;0;0;1;0;1;0;0;0;1;0
288;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;16;583;636;1;0;0;0;1;0;1;0;0;0;0;1
289;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;544;550;1;0;1;0;0;0;1;0;0;0;1;0
290;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;593;593;1;0;1;0;0;0;1;0;0;0;0;1
291;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;27;492;486;1;0;1;0;0;0;0;1;0;1;0;0
292;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;591;599;1;0;1;0;0;0;0;1;0;0;1;0
293;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;8;542;520;1;0;0;1;0;0;0;1;0;0;1;0
294;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;18;572;536;1;0;0;1;0;0;0;1;0;0;0;1
295;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;18;430;489;0;1;0;1;0;0;0;1;1;0;0;0
296;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;478;505;0;1;0;1;0;0;0;1;0;1;0;0
297;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;27;521;522;1;0;0;1;0;0;0;1;0;0;1;0
298;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;23;597;586;0;1;0;1;0;0;0;1;0;0;0;1
299;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;586;545;1;0;0;0;1;0;1;0;0;0;1;0
300;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;24;633;591;1;0;0;0;1;0;1;0;0;0;0;1
301;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;28;559;576;0;1;0;0;1;0;0;1;0;0;0;1
302;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;542;557;0;1;0;1;0;0;0;1;0;0;1;0
303;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;11;622;624;0;1;0;1;0;0;0;1;0;0;0;1
304;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;8;405;399;1;0;1;0;0;0;1;0;1;0;0;0
305;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;448;507;1;0;1;0;0;0;1;0;0;1;0;0
306;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3;477;456;1;0;1;0;0;0;1;0;0;1;0;0
307;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;30;505;494;1;0;1;0;0;0;1;0;0;0;1;0
308;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;22;570;552;1;0;1;0;0;0;1;0;0;0;0;1
309;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;436;473;1;0;0;0;1;0;0;1;1;0;0;0
310;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;12;418;423;1;0;1;0;0;0;1;0;1;0;0;0
311;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;516;507;1;0;1;0;0;0;1;0;0;1;0;0
312;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;532;577;1;0;1;0;0;0;1;0;0;0;1;0
313;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;11;602;639;1;0;1;0;0;0;1;0;0;0;0;1
314;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;530;545;0;1;0;1;0;0;0;1;0;1;0;0
315;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;25;604;568;0;1;0;1;0;0;0;1;0;0;1;0
316;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;21;606;601;0;1;0;1;0;0;0;1;0;0;0;1
317;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;18;524;515;0;1;0;1;0;0;1;0;0;1;0;0
318;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;388;434;1;0;0;0;1;0;1;0;1;0;0;0
319;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;472;495;1;0;0;0;1;0;1;0;0;1;0;0
320;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;13;560;512;0;1;1;0;0;0;1;0;0;0;1;0
321;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;13;618;580;0;1;1;0;0;0;1;0;0;0;0;1
322;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;22;408;444;1;0;1;0;0;0;0;1;1;0;0;0
323;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;428;506;1;0;1;0;0;0;1;0;1;0;0;0
324;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;471;507;1;0;1;0;0;0;1;0;0;1;0;0
325;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;530;486;0;1;1;0;0;0;0;1;0;1;0;0
326;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;16;503;528;0;1;0;0;1;0;1;0;1;0;0;0
327;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;548;545;0;1;0;0;1;0;1;0;0;1;0;0
328;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;582;603;0;1;0;0;1;0;1;0;0;0;1;0
329;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;620;616;0;1;0;0;1;0;1;0;0;0;0;1
330;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;6;554;572;1;0;0;0;0;1;1;0;0;0;1;0
331;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;14;577;582;1;0;0;0;0;1;1;0;0;0;0;1
332;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;512;612;0;1;0;0;1;0;0;1;0;1;0;0
333;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;25;568;590;0;1;0;0;1;0;0;1;0;0;1;0
334;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;37;599;631;0;1;0;0;1;0;0;1;0;0;0;1
335;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;21;400;418;0;1;0;0;1;0;1;0;1;0;0;0
336;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;426;441;0;1;0;0;1;0;1;0;0;1;0;0
337;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;8;413;439;0;1;0;0;1;0;1;0;1;0;0;0
338;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;9;524;553;0;1;0;0;1;0;1;0;0;1;0;0
339;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;579;557;0;1;0;0;1;0;1;0;0;0;1;0
340;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;608;574;0;1;0;0;1;0;1;0;0;0;0;1
341;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;5;474;507;1;0;1;0;0;0;1;0;0;1;0;0
342;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;520;570;1;0;1;0;0;0;1;0;0;0;1;0
343;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;23;580;561;1;0;1;0;0;0;1;0;0;0;0;1
344;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;465;500;1;0;1;0;0;0;0;1;0;1;0;0
345;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;533;536;1;0;1;0;0;0;0;1;0;0;1;0
346;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;12;602;546;0;1;0;1;0;0;1;0;0;0;1;0
347;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;29;602;593;0;1;0;1;0;0;1;0;0;0;0;1
348;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;17;424;478;1;0;0;0;0;1;0;1;1;0;0;0
349;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;462;481;1;0;0;0;0;1;0;1;0;1;0;0
350;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;19;588;590;1;0;0;0;1;0;1;0;0;0;1;0
351;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;2;614;620;1;0;0;0;1;0;1;0;0;0;0;1
352;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7;558;557;0;1;0;0;1;0;1;0;0;1;0;0
353;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;573;543;0;1;0;1;0;0;0;1;0;0;1;0
354;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;30;555;522;1;0;1;0;0;0;0;1;0;0;1;0
355;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;9;553;529;1;0;0;0;1;0;1;0;0;1;0;0
356;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;12;559;528;0;1;0;0;1;0;1;0;0;0;1;0
357;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;14;431;468;0;1;0;1;0;0;1;0;1;0;0;0
358;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;18;499;518;0;1;0;1;0;0;1;0;0;1;0;0
359;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;8;436;513;0;1;0;0;1;0;0;1;1;0;0;0
360;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;490;626;1;0;0;0;1;0;0;1;1;0;0;0
361;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;19;643;632;1;0;0;0;1;0;0;1;0;0;1;0
362;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;588;588;0;1;0;0;1;0;0;1;0;0;0;1
363;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;12;442;513;0;1;0;1;0;0;1;0;1;0;0;0
364;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;524;512;0;1;0;1;0;0;1;0;0;1;0;0
365;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;15;573;599;0;1;0;1;0;0;1;0;0;0;1;0
366;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;18;604;612;0;1;0;1;0;0;1;0;0;0;0;1
367;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;19;665;663;1;0;0;0;0;1;0;1;0;0;0;1
368;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;20;604;584;0;1;0;0;1;0;1;0;0;1;0;0
369;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;11;709;603;0;1;0;0;1;0;1;0;0;0;1;0
370;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;13;654;629;0;1;0;0;1;0;1;0;0;0;0;1
371;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;9;468;484;0;1;0;0;1;0;1;0;1;0;0;0
372;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;20;629;562;0;1;0;0;1;0;1;0;0;1;0;0
373;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;11;643;632;0;1;0;0;1;0;1;0;0;0;1;0
374;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;4;644;711;0;1;0;0;1;0;1;0;0;0;0;1
375;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;403;399;1;0;0;0;1;0;1;0;1;0;0;0
376;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;14;519;542;0;1;0;0;0;1;1;0;0;1;0;0
377;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;12;450;489;0;1;0;1;0;0;1;0;1;0;0;0
378;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;495;510;1;0;0;1;0;0;1;0;0;1;0;0
